Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
3/22/2021 4:00 PM,22 C,22 C,100 %,E,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 4:30 PM,22 C,21 C,94 %,ENE,15 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain
3/22/2021 5:00 PM,23 C,21 C,88 %,ENE,22 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain
3/22/2021 5:30 PM,23 C,21 C,88 %,ENE,19 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain
3/22/2021 6:00 PM,23 C,21 C,88 %,ENE,20 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain
3/22/2021 6:30 PM,22 C,21 C,94 %,ENE,20 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain
3/22/2021 7:00 PM,22 C,21 C,94 %,E,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 7:30 PM,23 C,21 C,88 %,E,13 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 8:00 PM,23 C,21 C,88 %,ENE,20 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 8:30 PM,23 C,21 C,88 %,ENE,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 9:00 PM,23 C,21 C,88 %,ENE,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Light Rain
3/22/2021 9:30 PM,23 C,22 C,94 %,ENE,19 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 10:00 PM,23 C,22 C,94 %,E,17 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Light Rain Shower
3/22/2021 10:30 PM,22 C,22 C,100 %,E,19 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Rain
3/22/2021 10:54 PM,22 C,22 C,100 %,ENE,13 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Rain
3/22/2021 11:00 PM,22 C,22 C,100 %,NE,13 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Rain
3/22/2021 11:30 PM,23 C,22 C,94 %,NE,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Light Rain
3/23/2021 12:00 AM,23 C,22 C,94 %,ENE,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Light Rain
3/23/2021 12:30 AM,22 C,21 C,94 %,NE,22 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Light Rain
3/23/2021 1:00 AM,23 C,22 C,94 %,ENE,20 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Light Rain
3/23/2021 1:30 AM,23 C,22 C,94 %,NE,26 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Light Rain
3/23/2021 2:00 AM,23 C,22 C,94 %,NE,28 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Light Rain
3/23/2021 2:30 AM,23 C,22 C,94 %,NE,24 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Light Rain
3/23/2021 3:00 AM,23 C,22 C,94 %,NE,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 3:30 AM,23 C,22 C,94 %,NE,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 4:00 AM,23 C,22 C,94 %,NE,17 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Rain
3/23/2021 4:30 AM,22 C,22 C,100 %,NE,20 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Rain
3/23/2021 5:00 AM,22 C,21 C,94 %,NNE,19 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Rain
3/23/2021 5:30 AM,23 C,22 C,94 %,NNE,17 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Rain
3/23/2021 6:00 AM,23 C,22 C,94 %,NNE,24 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 6:22 AM,23 C,23 C,100 %,N,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Rain
3/23/2021 6:30 AM,23 C,23 C,100 %,N,24 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 7:00 AM,23 C,22 C,94 %,N,20 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 7:07 AM,23 C,23 C,100 %,N,20 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 7:30 AM,23 C,23 C,100 %,N,26 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 8:00 AM,23 C,23 C,100 %,NNE,26 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Rain
3/23/2021 8:16 AM,23 C,23 C,100 %,NNE,24 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 8:30 AM,23 C,23 C,100 %,NNE,24 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 8:46 AM,23 C,23 C,100 %,NNE,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain
3/23/2021 8:55 AM,23 C,23 C,100 %,NNE,22 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Light Rain Shower
3/23/2021 9:00 AM,23 C,23 C,100 %,NNE,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Light Rain Shower
3/23/2021 9:20 AM,23 C,23 C,100 %,NNE,30 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Rain
3/23/2021 9:30 AM,23 C,23 C,100 %,NNE,31 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Rain
3/23/2021 10:00 AM,23 C,23 C,100 %,N,26 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Rain
3/23/2021 10:30 AM,23 C,23 C,100 %,N,22 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Rain
3/23/2021 11:00 AM,23 C,23 C,100 %,N,35 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Rain / Windy
3/23/2021 11:13 AM,23 C,23 C,100 %,N,26 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Light Rain
3/23/2021 11:23 AM,23 C,23 C,100 %,N,20 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Heavy Drizzle
3/23/2021 11:30 AM,23 C,23 C,100 %,N,19 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Light Drizzle
3/23/2021 11:51 AM,24 C,23 C,94 %,N,22 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Light Rain
3/23/2021 12:00 PM,24 C,23 C,94 %,N,20 km/h,0 km/h,"1,007.52 hPa",0.0 mm,Showers in the Vicinity
3/23/2021 12:26 PM,24 C,23 C,94 %,N,19 km/h,0 km/h,"1,007.52 hPa",0.0 mm,Rain
3/23/2021 12:30 PM,24 C,23 C,94 %,N,19 km/h,0 km/h,"1,007.52 hPa",0.0 mm,Rain
3/23/2021 1:00 PM,24 C,24 C,100 %,N,19 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Light Rain
3/23/2021 1:30 PM,24 C,24 C,100 %,N,28 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Light Drizzle
3/23/2021 2:00 PM,24 C,24 C,100 %,N,28 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Light Drizzle
3/23/2021 2:25 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Light Drizzle
3/23/2021 2:30 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Drizzle
3/23/2021 3:00 PM,25 C,23 C,89 %,N,33 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Rain / Windy
3/23/2021 3:30 PM,25 C,24 C,94 %,N,28 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Rain
3/23/2021 3:44 PM,25 C,24 C,94 %,N,31 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Rain
3/23/2021 4:00 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Rain
3/23/2021 4:30 PM,24 C,23 C,94 %,N,35 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Light Rain / Windy
3/23/2021 5:00 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/23/2021 5:28 PM,24 C,23 C,94 %,N,35 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy / Windy
3/23/2021 5:30 PM,24 C,23 C,94 %,N,33 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy / Windy
3/23/2021 6:00 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/23/2021 6:30 PM,24 C,23 C,94 %,N,30 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Cloudy
3/23/2021 7:00 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Mostly Cloudy
3/23/2021 7:30 PM,24 C,23 C,94 %,N,30 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Mostly Cloudy
3/23/2021 8:00 PM,24 C,23 C,94 %,N,30 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Mostly Cloudy
3/23/2021 8:30 PM,24 C,23 C,94 %,N,31 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/23/2021 9:00 PM,24 C,23 C,94 %,N,28 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Cloudy
3/23/2021 9:30 PM,24 C,23 C,94 %,N,28 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Cloudy
3/23/2021 10:00 PM,24 C,23 C,94 %,N,24 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Light Rain Shower
3/23/2021 10:30 PM,24 C,23 C,94 %,N,17 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Light Rain Shower
3/23/2021 11:00 PM,24 C,23 C,94 %,N,22 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Light Rain Shower
3/23/2021 11:30 PM,24 C,24 C,100 %,N,22 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Light Rain Shower
3/24/2021 12:00 AM,24 C,23 C,94 %,N,17 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Cloudy
3/24/2021 12:30 AM,24 C,23 C,94 %,N,13 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Cloudy
3/24/2021 12:42 AM,24 C,23 C,94 %,NNW,13 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 1:00 AM,24 C,23 C,94 %,N,15 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 1:30 AM,24 C,23 C,94 %,N,17 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 2:00 AM,24 C,23 C,94 %,N,15 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 2:30 AM,24 C,23 C,94 %,N,15 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 3:00 AM,23 C,23 C,100 %,N,13 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 3:30 AM,23 C,23 C,100 %,W,9 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 4:00 AM,23 C,23 C,100 %,WNW,9 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 4:30 AM,23 C,23 C,100 %,WNW,11 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 5:00 AM,23 C,22 C,94 %,WNW,11 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 5:30 AM,23 C,22 C,94 %,W,13 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 6:00 AM,22 C,22 C,100 %,W,13 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Fair
3/24/2021 6:30 AM,23 C,22 C,94 %,WNW,11 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 7:00 AM,24 C,22 C,89 %,WNW,11 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 7:30 AM,25 C,22 C,83 %,NNW,11 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 8:00 AM,26 C,22 C,78 %,NW,15 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 8:30 AM,27 C,22 C,74 %,NNW,15 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 9:00 AM,27 C,22 C,74 %,NW,13 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 9:30 AM,27 C,21 C,70 %,WNW,19 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 10:00 AM,28 C,21 C,66 %,WNW,20 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 10:30 AM,29 C,21 C,62 %,WNW,20 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 11:00 AM,29 C,21 C,62 %,W,22 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 11:30 AM,28 C,22 C,70 %,W,24 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 12:00 PM,29 C,22 C,66 %,WSW,19 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 12:30 PM,30 C,21 C,58 %,W,24 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Mostly Cloudy
3/24/2021 1:00 PM,31 C,21 C,55 %,W,31 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 1:30 PM,30 C,20 C,55 %,W,30 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 2:00 PM,30 C,19 C,51 %,W,28 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Partly Cloudy
3/24/2021 2:30 PM,30 C,20 C,55 %,WNW,22 km/h,0 km/h,"1,000.53 hPa",0.0 mm,Fair
3/24/2021 3:00 PM,31 C,19 C,49 %,W,28 km/h,0 km/h,"1,000.53 hPa",0.0 mm,Fair
3/24/2021 3:30 PM,30 C,18 C,48 %,W,30 km/h,0 km/h,"1,000.53 hPa",0.0 mm,Fair
3/24/2021 4:00 PM,29 C,18 C,51 %,W,33 km/h,0 km/h,"1,000.53 hPa",0.0 mm,Fair / Windy
3/24/2021 4:30 PM,29 C,17 C,48 %,W,30 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 5:00 PM,29 C,16 C,45 %,W,26 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 5:30 PM,28 C,17 C,51 %,W,31 km/h,0 km/h,"1,001.52 hPa",0.0 mm,Fair
3/24/2021 6:00 PM,26 C,16 C,54 %,W,24 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Fair
3/24/2021 6:30 PM,26 C,16 C,54 %,WSW,19 km/h,0 km/h,"1,002.52 hPa",0.0 mm,Fair
3/24/2021 7:00 PM,25 C,16 C,57 %,W,19 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/24/2021 7:30 PM,25 C,16 C,57 %,WNW,19 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/24/2021 8:00 PM,24 C,16 C,61 %,WNW,13 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/24/2021 8:30 PM,24 C,16 C,61 %,WNW,11 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/24/2021 9:00 PM,23 C,15 C,61 %,WNW,13 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/24/2021 9:30 PM,23 C,15 C,61 %,W,11 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/24/2021 10:00 PM,23 C,14 C,57 %,W,15 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/24/2021 10:30 PM,23 C,15 C,61 %,W,15 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/24/2021 11:00 PM,22 C,15 C,64 %,W,9 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/24/2021 11:30 PM,21 C,16 C,73 %,W,9 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 12:00 AM,21 C,15 C,68 %,WSW,6 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 12:30 AM,20 C,16 C,78 %,SW,7 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 1:00 AM,20 C,16 C,78 %,SW,7 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 1:30 AM,19 C,16 C,83 %,SW,9 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 2:00 AM,19 C,16 C,83 %,SSW,9 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 2:30 AM,18 C,16 C,88 %,SW,9 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 3:00 AM,18 C,16 C,88 %,WNW,4 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 3:30 AM,18 C,16 C,88 %,CALM,0 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 4:00 AM,18 C,16 C,88 %,CALM,0 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 4:30 AM,18 C,16 C,88 %,CALM,0 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 5:00 AM,18 C,16 C,88 %,W,7 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 5:30 AM,18 C,16 C,88 %,CALM,0 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 6:00 AM,18 C,16 C,88 %,WNW,9 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 6:30 AM,19 C,16 C,83 %,W,11 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 7:00 AM,20 C,17 C,83 %,WNW,13 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 7:30 AM,21 C,17 C,78 %,W,11 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 8:00 AM,23 C,17 C,69 %,W,11 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 8:30 AM,25 C,16 C,57 %,SW,13 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 9:00 AM,26 C,15 C,51 %,SW,13 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 9:30 AM,27 C,14 C,45 %,W,11 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 10:00 AM,28 C,10 C,32 %,SW,13 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 10:30 AM,28 C,10 C,32 %,WSW,17 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 12:00 PM,29 C,13 C,37 %,W,26 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 12:30 PM,29 C,12 C,35 %,WSW,24 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 1:00 PM,30 C,12 C,33 %,W,24 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 1:30 PM,30 C,12 C,33 %,W,22 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 2:00 PM,31 C,13 C,33 %,W,28 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 2:30 PM,30 C,10 C,29 %,W,30 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/25/2021 3:00 PM,30 C,12 C,33 %,WSW,30 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/25/2021 3:30 PM,31 C,12 C,31 %,W,30 km/h,0 km/h,"1,003.52 hPa",0.0 mm,Fair
3/25/2021 4:00 PM,30 C,12 C,33 %,W,30 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 4:30 PM,30 C,11 C,31 %,W,28 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 5:00 PM,29 C,11 C,33 %,W,26 km/h,0 km/h,"1,004.52 hPa",0.0 mm,Fair
3/25/2021 5:30 PM,28 C,12 C,37 %,W,30 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 6:00 PM,26 C,11 C,39 %,WSW,19 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 6:30 PM,25 C,12 C,44 %,W,13 km/h,0 km/h,"1,005.52 hPa",0.0 mm,Fair
3/25/2021 7:00 PM,25 C,11 C,41 %,W,13 km/h,0 km/h,"1,006.52 hPa",0.0 mm,Fair
3/25/2021 7:30 PM,25 C,11 C,41 %,W,19 km/h,0 km/h,"1,007.52 hPa",0.0 mm,Fair
3/25/2021 8:00 PM,24 C,12 C,47 %,W,13 km/h,0 km/h,"1,007.52 hPa",0.0 mm,Fair
3/25/2021 8:30 PM,23 C,12 C,50 %,W,15 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/25/2021 9:00 PM,22 C,12 C,53 %,W,19 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/25/2021 9:30 PM,22 C,12 C,53 %,WSW,13 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/25/2021 10:00 PM,21 C,12 C,56 %,W,6 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/25/2021 10:30 PM,22 C,13 C,57 %,W,15 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/25/2021 11:00 PM,21 C,13 C,60 %,WSW,15 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/25/2021 11:30 PM,20 C,13 C,64 %,W,13 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 12:00 AM,20 C,14 C,68 %,W,15 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 12:30 AM,20 C,14 C,68 %,W,17 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 1:00 AM,20 C,13 C,64 %,WSW,20 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 1:30 AM,20 C,13 C,64 %,WSW,17 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 2:00 AM,19 C,13 C,68 %,W,17 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 2:30 AM,19 C,13 C,68 %,W,15 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 3:00 AM,18 C,13 C,73 %,W,13 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 3:30 AM,17 C,13 C,77 %,WSW,13 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 4:00 AM,18 C,14 C,77 %,SW,9 km/h,0 km/h,"1,008.52 hPa",0.0 mm,Fair
3/26/2021 4:30 AM,17 C,14 C,82 %,SW,7 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 5:00 AM,18 C,14 C,77 %,SW,9 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 5:30 AM,19 C,14 C,73 %,SSW,11 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 6:00 AM,19 C,13 C,68 %,SW,9 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 6:30 AM,19 C,14 C,73 %,SSW,11 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 7:00 AM,21 C,14 C,64 %,SSW,13 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 7:30 AM,23 C,15 C,61 %,SW,13 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 8:00 AM,24 C,13 C,50 %,SSW,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 8:30 AM,25 C,14 C,50 %,SW,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 9:00 AM,26 C,14 C,47 %,SSW,17 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 9:30 AM,26 C,14 C,47 %,SSW,15 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 10:00 AM,27 C,13 C,42 %,SSW,13 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 10:30 AM,27 C,13 C,42 %,S,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 11:00 AM,28 C,13 C,39 %,ESE,11 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 11:30 AM,27 C,15 C,48 %,ESE,13 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 12:00 PM,27 C,15 C,48 %,ESE,17 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 12:30 PM,28 C,15 C,45 %,ESE,17 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 1:00 PM,27 C,14 C,45 %,E,17 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 1:30 PM,27 C,16 C,51 %,E,20 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 2:00 PM,27 C,16 C,51 %,E,19 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 2:30 PM,27 C,16 C,51 %,E,17 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 3:00 PM,27 C,17 C,54 %,E,17 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 3:30 PM,27 C,17 C,54 %,E,15 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 4:00 PM,27 C,17 C,54 %,ESE,15 km/h,0 km/h,"1,009.52 hPa",0.0 mm,Fair
3/26/2021 4:30 PM,26 C,18 C,61 %,ESE,13 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 5:00 PM,25 C,18 C,65 %,ESE,13 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 5:30 PM,25 C,19 C,69 %,ESE,13 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/26/2021 6:00 PM,24 C,19 C,73 %,ESE,11 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 6:30 PM,24 C,20 C,78 %,ESE,9 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 7:00 PM,24 C,20 C,78 %,ESE,9 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/26/2021 7:30 PM,24 C,20 C,78 %,ESE,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 8:00 PM,24 C,19 C,73 %,ESE,11 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 8:30 PM,23 C,19 C,78 %,ESE,7 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/26/2021 9:00 PM,23 C,19 C,78 %,E,7 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
